timestamp,code_version,data_file,outcome_col,treatment_col,train_n,test_n,n_treatments,treatment_names,epochs,batch_size,lr,weight_decay,alpha_mmd,beta_cf,mmd_sigma,cf_method,cf_k,cf_distance,cf_label_mode,cf_blend_lambda,cf_distance_weighted,cf_label_smoothing,cf_warmup_epochs,cf_ramp_epochs,rep_dim,enc_hidden,head_hidden,dropout,bn,factual_loss_type,factual_pos_weight,factual_neg_weight,factual_focal_gamma,factual_focal_alpha,threshold_strategy,enable_val_early_stopping,val_split_ratio,early_stopping_patience,sub_train_n,sub_val_n,use_batch_balanced_sampler,batch_sampler_group_by_y,batch_sampler_power,batch_sampler_group_count,selected_threshold,train_auroc,train_auroc_ci_low,train_auroc_ci_high,train_auprc,train_brier,train_precision,train_recall,test_auroc,test_auroc_ci_low,test_auroc_ci_high,test_auprc,test_brier,test_precision,test_recall
2026-04-23 22:58:58,de_natrm_public_release_snapshot_20260316,authorized_dataset.xlsx,tpCR,Treatment,184,52,2,"[""Standard"", ""De-escalation""]",250,16,0.0001,0.026,0.1,0.025,0.5,knn,5,cosine,observed,0.2,True,0.02,50,20,32,"[64, 32]",[8],0.43,True,bce,1.0,1.0,2.0,0.5,precision_at_recall,True,0.15,20,156,28,False,False,0.7,0,0.46302366256713867,0.894235588972431,,,0.9055085900314461,0.18946422649446473,0.762962962962963,0.9035087719298246,0.869281045751634,,,0.907603232680632,0.19457294637175845,0.8648648648648649,0.9411764705882353
